wid,name,_riskflags,ASPIriskrating,_majordefenselabs,_defresearchareas,_subsidiaries,_ecoespmiscon,_supervisingagency,opensanctionsid,_uskta,type,flaggedby,reason,subreason,tid
649,CHINESE TELECOM CORP. PEACH SOURCE DISK TANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837234
650,CHINESE TELECOM CORP. TAOYUAN SCIENCE PUBLIC PORT BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837233
651,CHINESE TELECOM CORP. TAOYUAN HEAT CITY BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837232
652,CHINESE TELECOM CORP. TAOYUAN ZHANG JIANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837231
653,CHINESE TELECOM CORP. TAOYUAN PAINT RIVER BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837230
654,CHINESE TELECOM CORP. TAOYUAN PEACH GARDEN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837229
676,CHINESE TELECOM CORP. WUXI LOTUS POND BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837138
655,CHINESE TELECOM CORP. TAOYUAN SHEAR CITY BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837228
656,CHINESE TELECOM CORP. TAOYUAN YANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837226
657,CHINESE TELECOM CORP. TAOJIANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837225
677,CHINESE TELECOM CORP. WUXI MA BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837144
658,CHINESE TELECOM CORP. TAOYUAN ZOU CITY BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837235
659,CHINESE TELECOM CORP. YUZHONG BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837249
689,CHINESE TELECOM CORP. GUESTS OVERSEAS CHINESE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431599
660,CHINESE TELECOM CORP. WUZHOU WEST LOOP BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837247
678,CHINESE TELECOM CORP. CHANGYI BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837154
661,CHINESE TELECOM CORP. WUZHOU CULTURE ROAD BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837246
662,CHINESE TELECOM CORP. WUZHOU SUMMER YING BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837245
663,CHINESE TELECOM CORP. WUZHOU SOUTH LOOP BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,270837244
679,CHINESE TELECOM CORP. STATE OF CHANGJI MANASI BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837151
664,"CHINA TELECOM CO., LTD. MEIHEKOU BRANCH",,,,,,,,,,,jackcookripper,1260h,,329899759
665,CHINESE TELECOM CORP. WUCHENG BRANCH,,,,,,,,,,,jackcookripper,1260h,,329899817
666,CHINESE TELECOM CORP. PUDING BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837181
680,CHINESE TELECOM CORP. STATE OF CHANGJI MORI BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837150
667,"CHINA TELECOM CO., LTD. KUNSHAN TINGLIN ROAD SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899507
668,CHINESE TELECOM CORP. WANGCANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,421431593
690,CHINESE TELECOM CORP. GUESTS NORTH FIVE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431598
669,CHINESE TELECOM CORP. KUNSHAN BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837146
681,CHINESE TELECOM CORP. STATE OF CHANGJI HUTUBI BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837148
670,CHINESE TELECOM CORP. WUXI XUELANG BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837143
671,CHINESE TELECOM CORP. WUXI LAND BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837142
672,CHINESE TELECOM CORP. WUXI YANGSHAN BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837141
682,"CHINA TELECOM CO., LTD. LAIBIN LIAOPING BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431606
673,CHINESE TELECOM CORP. WUXI CHANGAN BUSINESS,,,,,,,,,,,jackcookripper,1260h,,329899503
674,CHINESE TELECOM CORP. WUXI MONEY BRIDGE BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837140
697,CHINESE TELECOM CORP. GUESTS BAISHAN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431610
675,CHINESE TELECOM CORP. WUXI WEST ZHANG BUSINESS,,,,,,,,,,,jackcookripper,1260h,,270837139
691,CHINESE TELECOM CORP. GUESTS BRIDGE GONG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431607
683,CHINESE TELECOM CORP. GUESTS PINGYANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431605
684,"CHINA TELECOM CO., LTD. LAIBIN XIAOPINGYANG BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431604
685,CHINESE TELECOM CORP. GUESTS WAN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431603
692,"CHINA TELECOM CO., LTD. LAIBIN SOUTHEAST BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431596
686,"CHINA TELECOM CO., LTD. LAIBIN ZHONGNAN ROAD SMART BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431602
687,CHINESE TELECOM CORP. GUESTS SUMMER SOLSTICE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431601
702,CHINESE TELECOM CORP. GUESTS LIANG JIANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431613
688,CHINESE TELECOM CORP. GUESTS SOUTH SI BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431600
693,"CHINA TELECOM CO., LTD. LAIBIN 35 BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431595
698,"CHINA TELECOM CO., LTD. SONGXI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270837215
694,CHINESE TELECOM CORP. GUESTS SEVEN HOLE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431594
695,CHINESE TELECOM CORP. GUESTS ZHENGLONG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431608
696,"CHINA TELECOM CO., LTD. LAIBIN SUSHE BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431609
699,CHINESE TELECOM CORP. GUESTS GAOAN BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431616
705,"CHINA TELECOM CO., LTD. QUJING QILIN DISTRICT BRANCH",,,,,,,,,,,jackcookripper,1260h,,329899585
700,"CHINA TELECOM CO., LTD. LAIBIN QIANJIANG BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,421431615
703,CHINESE TELECOM CORP. GUESTS LIANG TANG BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431612
701,CHINESE TELECOM CORP. GUESTS MENG VILLAGE BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431614
704,CHINESE TELECOM CORP. GUESTS STONE TEETH BUSINESS HALL,,,,,,,,,,,jackcookripper,1260h,,421431611
706,"CHINA TELECOM CO., LTD. QUJING YUEZHOU SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899584
707,"CHINA TELECOM CO., LTD. QUJING XISHAN SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899583
708,"CHINA TELECOM CO., LTD. QUJING CIYING SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899582
709,"CHINA TELECOM CO., LTD. QUJING ZHUJIE SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899581
710,"CHINA TELECOM CO., LTD. QUJING YANJIANG SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899580
711,"CHINA TELECOM CO., LTD. QUJING DONGSHAN SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899579
712,"CHINA TELECOM CO., LTD. QUJING DONGSHAN XINCUN SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899578
713,"CHINA TELECOM CO., LTD. QUJING SANBAO SALES DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,329899577
714,CHINESE TELECOM CORP. WANGJIANG BRANCH,,,,,,,,,,,jackcookripper,1260h,,270837195
716,"CHINA TELECOMMUNICATIONS CO., LTD. NANNING BRANCH PEOPLE BIG WEST CHECK REGION BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,329942261
745,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. CHANGSHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842829
717,"CHINA TELECOM CO., LTD. TANGSHAN ROAD BUSINESS HALL, LICANG DISTRICT, QINGDAO",,,,,,,,,,,jackcookripper,1260h,,329924897
734,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. YONGJIA BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842843
718,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. ZHENHAI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842862
719,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. CHANGXIN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842863
720,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. JINDONG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842861
735,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. PUJIANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842848
721,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. YINZHOU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842860
722,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. LONGYOU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842868
752,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. SHENGSI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842828
723,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. HUANGYAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842866
736,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. TAISHUN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842846
724,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. HUANGTAN BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,270842865
725,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. LONGQUAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842867
746,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. XINCHANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842836
726,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. XIAOSHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842856
737,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. JIANGSHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842845
727,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. CANGNAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842854
728,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. SUICHANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842859
729,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. LUQIAO BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842858
738,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. YONGKANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842844
730,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. XIANGSHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842857
731,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. TONGLU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842840
732,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. SONGYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842839
739,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. PUTUO BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842837
733,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. CAO FAMILY BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,270842838
747,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. WENCHENG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842835
740,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. CIXI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842834
741,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. KAIHUA BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842833
742,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. JIANDE BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842832
748,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. JINYUN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842853
743,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. QINGYUAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842831
744,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. PINGYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842830
753,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. YIWU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842809
749,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. PANAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842852
757,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. SANMEN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842805
750,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. RUIAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842851
754,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. CLOUD BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842811
751,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. WENLING BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842850
755,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. XIANJU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842812
758,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. LINHAI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842808
756,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. YUYAO BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842813
760,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. YUHANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842814
759,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. DONGYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842806
761,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. LANXI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842815
762,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. BEILUN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842816
763,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. NINGHAI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842822
764,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. ANJI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842823
765,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. SHENGZHOU BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842827
766,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. DAISHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842826
767,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. FUYANG BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842825
1508,"CHINA TELECOMMUNICATIONS CO., LTD. GEST WATERCOURSE BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,328264735
768,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. DINGHAI BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842824
769,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. FENGHUA BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842821
797,"CHINA TELECOM CO., LTD. HARBIN HULAN DISTRICT GUANGSHA BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285235
770,CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO PUBLIC SECRETARY FOR ROOF BRANCH,,,,,,,,,,,jackcookripper,1260h,,270842820
787,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN PLATELET SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428065148
771,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. DAXIE BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,270842819
772,"CHINESE MOBILE COMMUNICATION GROUP ZHEJIANG CO., LTD. NANXUN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842817
773,"CHINA MOBILE COMMUNICATIONS GROUP ZHEJIANG CO., LTD. JIASHAN BRANCH",,,,,,,,,,,jackcookripper,1260h,,270842818
788,"TAIJI COMPUTER CO., LTD. CHANGSHA BRANCH",,,,,,,,,,,jackcookripper,1260h,,428062284
774,"CHINA TELECOMMUNICATIONS CO., LTD. SIHONG STATE DIKE BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338287973
775,"CHINA TELECOMMUNICATIONS CO., LTD. YUNCHENG RUICHENG COUNTY CAVE VISITOR WEST STREET BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428069273
804,"CHINA TELECOM CO., LTD. HEIHE CENTRAL STREET BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285268
776,"CHINA TELECOMMUNICATIONS CO., LTD. SHEYANG HUANG SHAGANG BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338287952
789,"CHINA TELECOMMUNICATIONS CO., LTD. URUMQI DAY MOUNTAIN REGION SHENGLI ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064480
777,"CHINA TELECOMMUNICATIONS CO., LTD. NANJING GAOCHUN EAST DAM BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338288006
778,"CHINA TELECOMMUNICATIONS CO., LTD. FUNING DITCH BLOCK BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338288000
798,"CHINA TELECOM CO., LTD. HARBIN HULAN DISTRICT ZHIEN ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285233
779,"CHINA TELECOMMUNICATIONS CO., LTD. LIYANG AFTERWARDS WEEK BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,338287899
790,"CHINA TELECOMMUNICATIONS CO., LTD. URUMQI DAY MOUNTAIN REGION FORTUNATE ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064479
780,"CHINA TELECOMMUNICATIONS CO., LTD. NANJING GAOCHUN CUBAN CYPRESS BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338287923
781,"CHINA TELECOM CO., LTD. GUJIAO JINNIU STREET BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,428072943
782,"CHINA TELECOMMUNICATIONS CO., LTD. BAOYING CRASS BATTLEMENT BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,338288338
791,"CHINA TELECOMMUNICATIONS CO., LTD. URUMQI DAY MOUNTAIN REGION EAST AFTERWARDS STREET BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064465
783,"CHINA TELECOMMUNICATIONS CO., LTD. JISHOU PAINTING SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428082335
784,"CHINA TELECOMMUNICATIONS CO., LTD. SANYA LIBERATION ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428082106
785,"YANGZHOU KEYUAN SCIENCE AND TECHNOLOGY START A COMPANY INVEST CO., LTD.",,,,,,,,,,,jackcookripper,1260h,,428030417
792,"CHINA TELECOMMUNICATIONS CO., LTD. URUMQI SMALL NEST FORTRESS BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064506
786,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN COURTYARD SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428065070
799,"CHINA TELECOM CO., LTD. HARBIN BRANCH HANAN 19TH ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285241
793,"CHINA TELECOMMUNICATIONS CO., LTD. PINGLI OLD COUNTY BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,428064411
794,"CHINA T E L E C O M M U N I C A T I O N S CO., LTD. URUMQI ECONOMY TECHNOLOGY OPENING-UP REGION OPENING-UP REGION BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064593
795,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN CITY SOUTH AFRICA SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064571
800,"CHINA TELECOMMUNICATIONS CO., LTD. HARBIN ATTACK APPARATUS ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,338285222
796,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN CITY EAST SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064579
805,"CHINA TELECOMMUNICATIONS CO., LTD. JI COUNTY XINHUA EAST STREET BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,338285266
801,"CHINA TELECOMMUNICATIONS CO., LTD. HUBEI PROVINCE STATE YAN JI BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064220
811,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN MARKET SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064986
802,"CHINA TELECOMMUNICATIONS CO., LTD. HARBIN HA PING ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,338285217
806,"CHINA TELECOMMUNICATIONS CO., LTD. HARBIN ATTEND DISTRICT AVENUE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,338285252
803,"CHINA TELECOM CO., LTD. HARBIN HULAN DISTRICT BRANCH QUNYING STREET BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285228
809,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN HAVE PINS AND NEEDLES FOREIGN SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064981
807,"CHINA TELECOM CO., LTD. HEGANG NANSHAN ROAD BUSINESS HALL",,,,,,,,,,,jackcookripper,1260h,,338285250
808,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN MANY TREASURE SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064884
810,"CHINA TELECOMMUNICATIONS CO., LTD. TIANMEN JIANG LAKE TELECOMMUNICATIONS SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064962
813,"CHINA TELECOMMUNICATIONS CO., LTD. HUBEI PROVINCE STATE FAN KOU BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064189
812,"CHINA TELECOMMUNICATIONS CO., LTD. DAWU GRACEFULNESS STORE SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428064169
814,"CHINA TELECOMMUNICATIONS CO., LTD. HUBEI PROVINCE STATE HUARONG REGION BRANCH",,,,,,,,,,,jackcookripper,1260h,,428064187
815,"CHINA TELECOMMUNICATIONS CO., LTD. DANGYANG LOTUS BUSINESS MINISTRY",,,,,,,,,,,jackcookripper,1260h,,428064185
816,"CHINA TELECOMMUNICATIONS CO., LTD. AKSU MARKET FLOWER BE ABLE TELECOMMUNICATIONS BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428064130
817,"CHINA TELECOMMUNICATIONS CO., LTD. FENG COUNTY HEAD ENVY BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338281538
818,"CHINA TELECOMMUNICATIONS CO., LTD. YUANJIANG PLACE NAME LAKE MOUNTAIN SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428047968
819,"CHINA TELECOMMUNICATIONS CO., LTD. NAME OF A RIVER RIVER SUN COLLECT SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428047967
820,"CHINA TELECOMMUNICATIONS CO., LTD. YUANJIANG HUANG MAO CONTINENT SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428047953
837,CHINA TELECOMMUNICATIONS CORP. LIAN YUN HARBOR OLD BURIAL GROUNDS DITCH BUSINESS DEPARTMENT,,,,,,,,,,,jackcookripper,1260h,,428047026
821,"CHINA TELECOMMUNICATIONS CO., LTD. CHANGSHA COUNTY RIVER SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428046920
822,"CHINA TELECOMMUNICATIONS CO., LTD. CHANGSHA COUNTY INTERSECTION SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428046917
823,"CHINA TELECOMMUNICATIONS CO., LTD. CHANGSHA COUNTY BLUE MOUNTAIN SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428046914
838,"CHINA TELECOMMUNICATIONS CO., LTD. RIVERHEAD TRANSMIT NETWORK OPERATE CENTER",,,,,,,,,,,jackcookripper,1260h,,428047004
824,"CHINA TELECOMMUNICATIONS CO., LTD. CHANGSHA COUNTY SLEDGEHAMMER PEAR SUBSTATION",,,,,,,,,,,jackcookripper,1260h,,428046913
825,"CHINA TELECOMMUNICATIONS CO., LTD. CHANGSHA COUNTY OPEN INTELLIGENT SUBOFFICE",,,,,,,,,,,jackcookripper,1260h,,428046911
848,"CHINA TELECOMMUNICATIONS CO., LTD. HENGYANG LIBERATION ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428047001
826,"CHINA TELECOMMUNICATIONS CO., LTD. DEHUI BRANCH STAY STATE 10000 BRIGHTNESS OF SUN SQUARE BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,338281339
839,"CHINA TELECOMMUNICATIONS CO., LTD. RIVER ROOT CITY PROPER BRANCH HONGXING ROAD CUSTOMER SERVICE CENTER",,,,,,,,,,,jackcookripper,1260h,,428047003
827,"CHINA TELECOMMUNICATIONS CO., LTD. HONGZE BRANCH IN A ROAD RIVER BUSINESS DEPARTMENT",,,,,,,,,,,jackcookripper,1260h,,428047021
828,"CHINA TELECOMMUNICATIONS CO., LTD. LIANYUNGANG DELAND BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,428047014
829,"CHINA TELECOMMUNICATIONS CO., LTD. DINGNAN LONG TING ROAD BUSINESS OFFICE",,,,,,,,,,,jackcookripper,1260h,,428047009
840,"CHINA TELECOMMUNICATIONS CO., LTD. DANYANG IN VILLAGE BUSINESS FIRM",,,,,,,,,,,jackcookripper,1260h,,338281359
