Publication date,DOI,Title,Authors Raw Affiliation
9/9/2024,10.1371/journal.pgen.1011151,"Genetic variation in CCDC93 is associated with elevated central systolic blood pressure, impaired arterial relaxation, and mitochondrial dysfunction","Kumar, Nitin (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.; Department of Human Genetics, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Yang, Min-Lee (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.; Department of Human Genetics, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.; Department of Computational Medicine and Bioinformatics, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Sun, Pengfei (Department of Cardiology, Peking University First hospital, Beijing, China.; Department of Cardiology, Tianjin Medical University General Hospital, Tianjin, China.); Hunker, Kristina L (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.; Department of Human Genetics, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Li, Jianping (Department of Cardiology, Peking University First hospital, Beijing, China.); Jia, Jia (Department of Cardiology, Peking University First hospital, Beijing, China.); Fan, Fangfang (Department of Cardiology, Peking University First hospital, Beijing, China.); Wang, Jinghua (Laboratory of Epidemiology, Tianjin Neurological Institute, Tianjin, China.; Department of Neurology, Tianjin Medical University General Hospital, Tianjin, China.); Ning, Xianjia (Laboratory of Epidemiology, Tianjin Neurological Institute, Tianjin, China.; Department of Neurology, Tianjin Medical University General Hospital, Tianjin, China.); Gao, Wei (Department of Cardiology, Peking University Third hospital, Beijing, China.); Xu, Ming (Department of Cardiology, Peking University Third hospital, Beijing, China.); Zhang, Jifeng (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Chang, Lin (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Chen, Y Eugene (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.); Huo, Yong (Department of Cardiology, Peking University First hospital, Beijing, China.); Zhang, Yan (Department of Cardiology, Peking University First hospital, Beijing, China.; Institute of Cardiovascular Disease, Peking University First Hospital, Beijing, China.; Hypertension Precision Diagnosis and Treatment Research Center, Peking University First Hospital, Beijing, China.); Ganesh, Santhi K (Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.; Department of Human Genetics, University of Michigan Medical School, Ann Arbor, Michigan, United States of America.)"
9/9/2024,10.1101/2024.09.09.611003,A Nerve-Fibroblast Axis in Mammalian Lung Fibrosis,"Ishikawa, Genta (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Peng, Xueyan (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Ghincea, Alexander (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); McGovern, John (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Zielonka, Jana (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Jeevanandam, Advait (Department of Immunobiology, School of Medicine, Yale University, New Haven, CT, USA); Shao, Shuai (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Woo, Samuel (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Okuno, Daisuke (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Yu, Sheeline (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Lee, Chris J. (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Liu, Angela (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Saber, Tina (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Hu, Buqu (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Sun, Ying (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Gao, Ruijuan (Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences and Peking Union Medical College, No.1 Tiantan Xili, Beijing 100050, China); Al Jumaily, Karam (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Homer, Robert (Department of Pathology, School of Medicine, Yale University, New Haven, CT, USA); Hinchcliff, Monique (Department of Internal Medicine, Section of Rheumatology, Allergy and Immunology, School of Medicine, Yale University, New Haven, CT, USA); Feghali-Bostwick, Carol (Department of Medicine, Division of Rheumatology and Immunology, Medical University of South Carolina, SC, USA); Sumida, Tomokazu S. (Department of Neurology, School of Medicine, Yale University, New Haven, CT, USA); Sauler, Maor (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Gomez, Jose L. (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Sun, Huanxing (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Ryu, Changwan (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA); Herzog, Erica L. (Department of Internal Medicine, Section of Pulmonary, Critical Care, and Sleep Medicine, School of Medicine, Yale University, New Haven, CT, USA; Department of Pathology, School of Medicine, Yale University, New Haven, CT, USA)"
9/10/2024,10.1101/2024.09.09.24313370,Influenza A (H3) viral aerosol shedding in nasally inoculated and naturally infected cases,"Lai, Jianyu (Department of Global, Environmental, and Occupational Health, University of Maryland School of Public Health, College Park, MD, USA); de Mesquita, P. Jacob Bueno (Department of Public Health, Roger Williams University, Bristol, RI, USA); Hong, Filbert (Department of Global, Environmental, and Occupational Health, University of Maryland School of Public Health, College Park, MD, USA); Ma, Tianzhou (Department of Epidemiology and Biostatistics, University of Maryland School of Public Health, College Park, MD, USA); Cowling, Benjamin J. (World Health Organization Collaborating Center for Infectious Disease Epidemiology and Control, School of Public Health, The University of Hong Kong, Hong Kong Special Administrative Region, China); Milton, Donald K. (Department of Global, Environmental, and Occupational Health, University of Maryland School of Public Health, College Park, MD, USA)"
9/11/2024,10.1038/s41586-024-07925-9,Two-dimensional-lattice-confined single-molecule-like aggregates,"Wang, Kang (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA; Key Laboratory of Photochemistry, Institute of Chemistry, Chinese Academy of Sciences, Beijing, China); Lin, Zih-Yu (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA); De, Angana (Department of Chemistry, Purdue University, West Lafayette, IN, USA); Kocoj, Conrad A. (Department of Chemical & Environmental Engineering, Yale University, New Haven, CT, USA; Energy Sciences Institute, Yale University, West Haven, CT, USA); Shao, Wenhao (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA); Yang, Hanjun (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA; Department of Chemistry, Purdue University, West Lafayette, IN, USA); He, Zehua (Key Laboratory of Photochemistry, Institute of Chemistry, Chinese Academy of Sciences, Beijing, China); Coffey, Aidan H. (Advanced Light Source, Lawrence Berkeley National Laboratory, Berkeley, CA, USA); Fruhling, Colton B. (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA); Tang, Yuanhao (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA); Varadharajan, Dharini (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA); Zhu, Chenhui (Advanced Light Source, Lawrence Berkeley National Laboratory, Berkeley, CA, USA); Zhao, Yong Sheng (Key Laboratory of Photochemistry, Institute of Chemistry, Chinese Academy of Sciences, Beijing, China); Boltasseva, Alexandra (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA); Shalaev, Vladimir M. (Elmore Family School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA); Guo, Peijun (Department of Chemical & Environmental Engineering, Yale University, New Haven, CT, USA; Energy Sciences Institute, Yale University, West Haven, CT, USA); Savoie, Brett M. (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA); Dou, Letian (Davidson School of Chemical Engineering, Purdue University, West Lafayette, IN, USA; Department of Chemistry, Purdue University, West Lafayette, IN, USA; Birck Nanotechnology Center, Purdue University, West Lafayette, IN, USA)"
9/11/2024,10.1038/s41563-024-02007-7,Electronically configurable microscopic metasheet robots,"Liu, Qingkun (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA; National Key Laboratory of Advanced Micro and Nano Manufacture Technology, Shanghai Jiao Tong University, Shanghai, China); Wang, Wei (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA; Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, NY, USA); Sinhmar, Himani (Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, NY, USA); Griniasty, Itay (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA); Kim, Jason Z. (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA); Pelster, Jacob T. (Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, NY, USA); Chaudhari, Paragkumar (Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA); Reynolds, Michael F. (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA); Cao, Michael C. (School of Applied and Engineering Physics, Cornell University, Ithaca, NY, USA); Muller, David A. (School of Applied and Engineering Physics, Cornell University, Ithaca, NY, USA); Apsel, Alyssa B. (Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA); Abbott, Nicholas L. (Smith School of Chemical and Biomolecular Engineering, Cornell University, Ithaca, NY, USA); Kress-Gazit, Hadas (Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, NY, USA); McEuen, Paul L. (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA; Department of Physics, Cornell University, Ithaca, NY, USA; Kavli Institute at Cornell for Nanoscale Science, Cornell University, Ithaca, NY, USA); Cohen, Itai (Laboratory of Atomic and Solid State Physics, Cornell University, Ithaca, NY, USA; Department of Physics, Cornell University, Ithaca, NY, USA; Kavli Institute at Cornell for Nanoscale Science, Cornell University, Ithaca, NY, USA)"
9/12/2024,10.1038/s41377-024-01573-4,Spatio-temporal breather dynamics in microcomb soliton crystals,"Hu, Futai (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA); Vinod, Abhinav Kumar (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA); Wang, Wenting (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA); Chin, Hsiao-Hsuan (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA); McMillan, James F. (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA); Zhan, Ziyu (State Key Laboratory of Precision Measurement Technology and Instruments, Tsinghua University, Beijing, China); Meng, Yuan (State Key Laboratory of Precision Measurement Technology and Instruments, Tsinghua University, Beijing, China); Gong, Mali (State Key Laboratory of Precision Measurement Technology and Instruments, Tsinghua University, Beijing, China); Wong, Chee Wei (Fang Lu Mesoscopic Optics and Quantum Electronics Laboratory, University of California, Los Angeles, CA, USA)"
9/12/2024,10.1038/s41556-024-01508-6,Solid tumour-induced systemic immunosuppression involves dichotomous myeloid B cell interactions,"Hao, Xiaoxin (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; National Key Laboratory of Immunity and Inflammation, Suzhou Institute of Systems Medicine, Chinese Academy of Medical Sciences and Peking Union Medical College, Suzhou, China; McNair Medical Institute, Baylor College of Medicine, Houston, TX, USA); Shen, Yichao (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; McNair Medical Institute, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA; Graduate Program in Integrative Molecular and Biomedical Sciences, Baylor College of Medicine, Houston, TX, USA); Liu, Jun (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Alexander, Angela (Department of Breast Medical Oncology and Morgan Welch IBC Research Program and Clinic, University of Texas MD Anderson Cancer Center, Houston, TX, USA); Wu, Ling (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Xu, Zhan (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Yu, Liqun (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Gao, Yang (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Liu, Fengshuo (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA; Graduate Program in Cancer and Cell Biology, Baylor College of Medicine, Houston, TX, USA); Chan, Hilda L. (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA; Medical Scientist Training Program, Baylor College of Medicine, Houston, TX, USA); Li, Che-Hsing (Graduate Program in Immunology and Microbiology, Baylor College of Medicine, Houston, TX, USA); Ding, Yunfeng (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Zhang, Weijie (Zhejiang Provincial Key Laboratory of Cancer Molecular Cell Biology, Life Sciences Institute, Zhejiang University, Hangzhou, China; Department of Orthopaedic Surgery, Second Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, China); Edwards, David G. (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Chen, Nan (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA); Nasrazadani, Azadeh (Department of Breast Medical Oncology and Morgan Welch IBC Research Program and Clinic, University of Texas MD Anderson Cancer Center, Houston, TX, USA); Ueno, Naoto T. (Department of Breast Medical Oncology and Morgan Welch IBC Research Program and Clinic, University of Texas MD Anderson Cancer Center, Houston, TX, USA; University of Hawai i Cancer Center, Honolulu, HI, USA); Lim, Bora (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA); Zhang, Xiang H.-F. (Lester and Sue Smith Breast Center, Baylor College of Medicine, Houston, TX, USA; Dan L. Duncan Cancer Center, Baylor College of Medicine, Houston, TX, USA; McNair Medical Institute, Baylor College of Medicine, Houston, TX, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX, USA)"
9/13/2024,10.1038/s41467-024-51643-9,Unveiling the spin evolution in van der Waals antiferromagnets via magneto-exciton effects,"Wang, Xingzhi (Department of Physics, Xiamen University, Xiamen, PR China; Department of Chemistry, Boston University, Boston, MA, USA); Tan, Qishuo (Department of Chemistry, Boston University, Boston, MA, USA); Li, Tie (Department of Physics, Xiamen University, Xiamen, PR China); Lu, Zhengguang (National High Magnetic Field Laboratory, Tallahassee, FL, USA; Department of Physics, Florida State University, Tallahassee, FL, USA); Cao, Jun (Department of Chemistry, Boston University, Boston, MA, USA); Ge, Yanan (Department of Physics, Xiamen University, Xiamen, PR China); Zhao, Lili (Key Laboratory of Mesoscopic Chemistry, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, China); Tang, Jing (Department of Chemistry, Boston University, Boston, MA, USA); Kitadai, Hikari (Department of Chemistry, Boston University, Boston, MA, USA); Guo, Mingda (Department of Physics and Astronomy, University of California, Riverside, CA, USA); Li, Yun-Mei (Department of Physics, Xiamen University, Xiamen, PR China); Xu, Weigao (Key Laboratory of Mesoscopic Chemistry, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, China); Cheng, Ran (Department of Physics and Astronomy, University of California, Riverside, CA, USA; Department of Electrical and Computer Engineering, University of California, Riverside, CA, USA); Smirnov, Dmitry (National High Magnetic Field Laboratory, Tallahassee, FL, USA); Ling, Xi (Department of Chemistry, Boston University, Boston, MA, USA; Division of Materials Science and Engineering, Boston University, Boston, MA, USA; The Photonics Center, Boston University, Boston, MA, USA)"
9/14/2024,10.1101/2024.09.09.612126,Epigenetic adaptation drives monocyte differentiation into microglia-like cells upon engraftment into the retina,"Liu, Jie (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Lei, Fengyang (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Yan, Bin (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA; Department of Ophthalmology, The Second Xiangya Hospital of Central South University, 139 Middle Renmin Road, Changsha, Hunan, 410011, China); Cui, Naiwen (School of Engineering and Applied Sciences (SEAS), Harvard University, Cambridge, MA, USA); Sharma, Jyoti (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Correa, Victor (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Roach, Lara (Center for Regenerative Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA); Nicolaou, Savvas (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Pitts, Kristen (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Chodosh, James (Department of Ophthalmology and Visual Sciences, University of New Mexico School of Medicine, Albuquerque, NM 87131, USA); Maidana, Daniel E. (Department of Ophthalmology and Visual Sciences, Illinois Eye and Ear Infirmary, University of Illinois at Chicago, Chicago, IL); Vavvas, Demetrios (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Margeta, Milica A (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA); Zhang, Huidan (School of Engineering and Applied Sciences (SEAS), Harvard University, Cambridge, MA, USA); Weitz, David (School of Engineering and Applied Sciences (SEAS), Harvard University, Cambridge, MA, USA); Mostoslavsky, Raul (Center for Regenerative Medicine, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA); Paschalis, Eleftherios I. (Department of Ophthalmology, Massach, us, etts Eye and Ear, Harvard Medical School, Boston, MA 02114, USA)"
9/14/2024,10.3390/nu16183099,Serum Erythritol and Risk of Overall and Cause-Specific Mortality in a Cohort of Men,"Lim, Jungeun (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.); Epidemiology and Community Health Branch, National Heart Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA); Hong, Hyokyoung G. (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.)); Huang, Jiaqi (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.); National Clinical Research Center for Metabolic Diseases, Key Laboratory of Diabetes Immunology, Ministry of Education, and Department of Metabolism and Endocrinology, The Second Xiangya Hospital of Central South University, Changsha 410011, China); Stolzenberg-Solomon, Rachael (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.)); Mondul, Alison M. (Department of Epidemiology, University of Michigan School of Public Health, Ann Arbor, MI 48109, USA;, amondul@umich.edu; Rogel Cancer Center, University of Michigan, Ann Arbor, MI 48109, USA); Weinstein, Stephanie J. (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.)); Albanes, Demetrius (Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA;, jungeun.lim@nih.gov, (J.L.);, grace.hong@nih.gov, (H.G.H.);, jiaqi.huang@live.com, (J.H.);, rachael.solomon@nih.gov, (R.S.-S.);, weinstes@mail.nih.gov, (S.J.W.))"
9/16/2024,10.1109/jsac.2024.3460078,Large Models for Aerial Edges: An Edge-Cloud Model Evolution and Communication Paradigm,"Zhang, Shuhang (Peng Cheng Laboratory, Shenzhen, 518055, China); Liu, Qingyu (School of Electronic and Computer Engineering, Peking University, Shenzhen, 518055, China); Chen, Ke (Peng Cheng Laboratory, Shenzhen, 518055, China); Di, Boya (Department of Electronics, Peking University, Beijing, 100871, China); Zhang, Hongliang (Department of Electronics, Peking University, Beijing, 100871, China); Yang, Wenhan (Peng Cheng Laboratory, Shenzhen, 518055, China); Niyato, Dusit (College of Computing and Data Science, Nanyang Technological University, Singapore, 639798, Jurong West); Han, Zhu (Department of Electrical and Computer Engineering, University of Houston, Houston, TX, 77004, USA; Department of Computer Science and Engineering, Kyung Hee University, Seoul, 446-701, South Korea); Poor, H. Vincent (Department of Electrical Engineering, Princeton University, Princeton, NJ, 08544, USA)"
9/17/2024,10.1038/s41467-024-52359-6,"Nanoporous amorphous carbon nanopillars with lightweight, ultrahigh strength, large fracture strain, and high damping capability","Li, Zhongyuan (Department of Materials Science and Engineering & Institute of Materials Science, University of Connecticut, 25 King Hill Road, 06269-3136, Storrs, CT, USA); Bhardwaj, Ayush (Department of Polymer Science and Engineering, University of Massachusetts Amherst, 120 Governors Drive, 01003, Amherst, MA, USA); He, Jinlong (Department of Mechanical Engineering, University of Wisconsin-Madison, 1513 University Ave, 53706, Madison, WI, USA; Failure Mechanics and Engineering Disaster Prevention Key Laboratory of Sichuan Province, Sichuan University, 610207, Chengdu, China); Zhang, Wenxin (Division of Engineering and Applied Sciences, California Institute of Technology, 1200 E. California Blvd, 91125, Pasadena, CA, USA); Tran, Thomas T. (Division of Engineering and Applied Sciences, California Institute of Technology, 1200 E. California Blvd, 91125, Pasadena, CA, USA); Li, Ying (Department of Mechanical Engineering, University of Wisconsin-Madison, 1513 University Ave, 53706, Madison, WI, USA); McClung, Andrew (Department of Electrical and Computer Engineering, University of Massachusetts Amherst, 100 Natural Resources Rd, 01003, Amherst, MA, USA); Nuguri, Sravya (Department of Polymer Science and Engineering, University of Massachusetts Amherst, 120 Governors Drive, 01003, Amherst, MA, USA); Watkins, James J. (Department of Polymer Science and Engineering, University of Massachusetts Amherst, 120 Governors Drive, 01003, Amherst, MA, USA); Lee, Seok-Woo (Department of Materials Science and Engineering & Institute of Materials Science, University of Connecticut, 25 King Hill Road, 06269-3136, Storrs, CT, USA)"
9/18/2024,10.1038/s41467-024-52530-z,Frustrated charge transfer in vibrationally inelastic Ar++N2 collisions via hard collision glory scattering,"Zhang, Guodong (Beijing National Laboratory for Molecular Sciences (BNLMS), Institute of Chemistry, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China); Lu, Dandan (Department of Chemistry and Chemical Biology, Center for Computational Chemistry, University of New Mexico, Albuquerque, NM, USA); Cheng, Min (Beijing National Laboratory for Molecular Sciences (BNLMS), Institute of Chemistry, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China); Guo, Hua (Department of Chemistry and Chemical Biology, Center for Computational Chemistry, University of New Mexico, Albuquerque, NM, USA); Gao, Hong (Beijing National Laboratory for Molecular Sciences (BNLMS), Institute of Chemistry, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China)"
