tid,topicid,topicname,subfieldid,subfieldname,fieldid,fieldname,domainid,domainname
841,https://openalex.org/T10744,Astrophysical Phenomena and Observations,https://openalex.org/subfields/3103,Astronomy and Astrophysics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
846,https://openalex.org/T12598,Cardiac Structural Anomalies and Repair,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
840,https://openalex.org/T10818,Astrophysics and Cosmic Phenomena,https://openalex.org/subfields/3106,Nuclear and High Energy Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
824,https://openalex.org/T11956,Sexual Differentiation and Disorders,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
845,https://openalex.org/T13126,Scientific Research and Discoveries,https://openalex.org/subfields/3109,Statistical and Nonlinear Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
848,https://openalex.org/T10781,Plasma Diagnostics and Applications,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
834,https://openalex.org/T12009,Hedgehog Signaling Pathway Studies,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
832,https://openalex.org/T11048,Bacteriophages and microbial interactions,https://openalex.org/subfields/2303,Ecology,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
903,https://openalex.org/T14089,Nanotechnology research and applications,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
874,https://openalex.org/T11236,Control Systems and Identification,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
896,https://openalex.org/T12135,Fuzzy Systems and Optimization,https://openalex.org/subfields/2613,Statistics and Probability,https://openalex.org/fields/26,Mathematics,https://openalex.org/domains/3,Physical Sciences
905,https://openalex.org/T11367,Particle accelerators and beam dynamics,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
891,https://openalex.org/T11819,Data-Driven Disease Surveillance,https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
904,https://openalex.org/T11683,Quantum and Classical Electrodynamics,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
870,https://openalex.org/T11664,Fiber-reinforced polymer composites,https://openalex.org/subfields/2210,Mechanical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
900,https://openalex.org/T10534,Structural Health Monitoring Techniques,https://openalex.org/subfields/2205,Civil and Structural Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
888,https://openalex.org/T12492,Zoonotic diseases and public health,https://openalex.org/subfields/2739,"Public Health, Environmental and Occupational Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
884,https://openalex.org/T14437,Ethics and Legal Issues in Pediatric Healthcare,https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
893,https://openalex.org/T13553,Age of Information Optimization,https://openalex.org/subfields/1705,Computer Networks and Communications,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
885,https://openalex.org/T11386,Bee Products Chemical Analysis,https://openalex.org/subfields/1109,Insect Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
868,https://openalex.org/T11031,Game Theory and Applications,https://openalex.org/subfields/1803,Management Science and Operations Research,https://openalex.org/fields/18,Decision Sciences,https://openalex.org/domains/2,Social Sciences
908,https://openalex.org/T11230,Innovative Energy Harvesting Technologies,https://openalex.org/subfields/2210,Mechanical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
878,https://openalex.org/T10730,Language Development and Disorders,https://openalex.org/subfields/3204,Developmental and Educational Psychology,https://openalex.org/fields/32,Psychology,https://openalex.org/domains/2,Social Sciences
911,https://openalex.org/T12838,Photovoltaic Systems and Sustainability,https://openalex.org/subfields/2305,Environmental Engineering,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
883,https://openalex.org/T11725,Immunodeficiency and Autoimmune Disorders,https://openalex.org/subfields/2403,Immunology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
875,https://openalex.org/T10046,Stability and Control of Uncertain Systems,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
894,https://openalex.org/T11413,Risk and Portfolio Optimization,https://openalex.org/subfields/1803,Management Science and Operations Research,https://openalex.org/fields/18,Decision Sciences,https://openalex.org/domains/2,Social Sciences
872,https://openalex.org/T10965,Geological formations and processes,https://openalex.org/subfields/1904,Earth-Surface Processes,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
869,https://openalex.org/T10302,Fish Ecology and Management Studies,https://openalex.org/subfields/2309,Nature and Landscape Conservation,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
683,https://openalex.org/T10076,Plant-Microbe Interactions and Immunity,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
880,https://openalex.org/T12676,Machine Learning and ELM,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
897,https://openalex.org/T10282,Financial Risk and Volatility Modeling,https://openalex.org/subfields/2003,Finance,https://openalex.org/fields/20,"Economics, Econometrics and Finance",https://openalex.org/domains/2,Social Sciences
909,https://openalex.org/T11392,Energy Harvesting in Wireless Networks,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
890,https://openalex.org/T11125,Petri Nets in System Modeling,https://openalex.org/subfields/1703,Computational Theory and Mathematics,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
902,https://openalex.org/T10369,Advanced MEMS and NEMS Technologies,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
887,https://openalex.org/T11243,Respiratory viral infections research,https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
942,https://openalex.org/T10151,Hepatitis C virus research,https://openalex.org/subfields/2721,Hepatology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
941,https://openalex.org/T10719,3D Shape Modeling and Analysis,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
913,https://openalex.org/T11752,Cancer Treatment and Pharmacology,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
928,https://openalex.org/T11642,Genomics and Rare Diseases,https://openalex.org/subfields/1311,Genetics,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
921,https://openalex.org/T10635,Hydraulic Fracturing and Reservoir Analysis,https://openalex.org/subfields/2210,Mechanical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
934,https://openalex.org/T11056,Physiological and biochemical adaptations,https://openalex.org/subfields/2303,Ecology,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
949,https://openalex.org/T12387,Galectins and Cancer Biology,https://openalex.org/subfields/2403,Immunology,https://openalex.org/fields/24,Immunology and Microbiology,https://openalex.org/domains/1,Life Sciences
947,https://openalex.org/T12554,Vitamin C and Antioxidants Research,https://openalex.org/subfields/2916,Nutrition and Dietetics,https://openalex.org/fields/29,Nursing,https://openalex.org/domains/4,Health Sciences
924,https://openalex.org/T10067,Stochastic processes and financial applications,https://openalex.org/subfields/2003,Finance,https://openalex.org/fields/20,"Economics, Econometrics and Finance",https://openalex.org/domains/2,Social Sciences
935,https://openalex.org/T10230,Marine and fisheries research,https://openalex.org/subfields/2306,Global and Planetary Change,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
929,https://openalex.org/T12400,Neurogenetic and Muscular Disorders Research,https://openalex.org/subfields/2716,Genetics,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
917,https://openalex.org/T10434,Chromosomal and Genetic Variations,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
926,https://openalex.org/T12866,Urologic and reproductive health conditions,https://openalex.org/subfields/2745,Rheumatology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
952,https://openalex.org/T10685,Viral-associated cancers and disorders,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
925,https://openalex.org/T12011,"Insurance, Mortality, Demography, Risk Management",https://openalex.org/subfields/3317,Demography,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences
945,https://openalex.org/T11204,Ion Channels and Receptors,https://openalex.org/subfields/2809,Sensory Systems,https://openalex.org/fields/28,Neuroscience,https://openalex.org/domains/1,Life Sciences
954,https://openalex.org/T11219,Bone Metabolism and Diseases,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
943,https://openalex.org/T10643,Marine and coastal plant biology,https://openalex.org/subfields/1910,Oceanography,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
937,https://openalex.org/T11141,Childhood Cancer Survivors' Quality of Life,https://openalex.org/subfields/2735,"Pediatrics, Perinatology and Child Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
927,https://openalex.org/T10251,Solar and Space Plasma Dynamics,https://openalex.org/subfields/3103,Astronomy and Astrophysics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
955,https://openalex.org/T10528,"Adipokines, Inflammation, and Metabolic Diseases",https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
938,https://openalex.org/T13574,Family Support in Illness,https://openalex.org/subfields/3312,Sociology and Political Science,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences
915,https://openalex.org/T13223,Connective Tissue Growth Factor Research,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
953,https://openalex.org/T12835,FOXO transcription factor regulation,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
932,https://openalex.org/T11677,Congenital heart defects research,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
946,https://openalex.org/T12475,Plant Parasitism and Resistance,https://openalex.org/subfields/1110,Plant Science,https://openalex.org/fields/11,Agricultural and Biological Sciences,https://openalex.org/domains/1,Life Sciences
931,https://openalex.org/T10341,Coral and Marine Ecosystems Studies,https://openalex.org/subfields/2303,Ecology,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
922,https://openalex.org/T13619,Geotechnical and Geomechanical Engineering,https://openalex.org/subfields/2211,Mechanics of Materials,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
919,https://openalex.org/T11011,Frailty in Older Adults,https://openalex.org/subfields/2717,Geriatrics and Gerontology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
962,https://openalex.org/T11872,Barrier Structure and Function Studies,https://openalex.org/subfields/2808,Neurology,https://openalex.org/fields/28,Neuroscience,https://openalex.org/domains/1,Life Sciences
960,https://openalex.org/T12418,Respiratory and Cough-Related Research,https://openalex.org/subfields/2740,Pulmonary and Respiratory Medicine,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
993,https://openalex.org/T11162,Enzyme Structure and Function,https://openalex.org/subfields/2505,Materials Chemistry,https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
957,https://openalex.org/T13991,Nuclear Receptors and Signaling,https://openalex.org/subfields/2804,Cellular and Molecular Neuroscience,https://openalex.org/fields/28,Neuroscience,https://openalex.org/domains/1,Life Sciences
972,https://openalex.org/T12465,"Cancer, Lipids, and Metabolism",https://openalex.org/subfields/1306,Cancer Research,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
979,https://openalex.org/T12233,Geotechnical Engineering and Underground Structures,https://openalex.org/subfields/2205,Civil and Structural Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
992,https://openalex.org/T10798,Crystallography and molecular interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
981,https://openalex.org/T11090,Dark Matter and Cosmic Phenomena,https://openalex.org/subfields/3106,Nuclear and High Energy Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
983,https://openalex.org/T12153,Advanced Optical Sensing Technologies,https://openalex.org/subfields/3105,Instrumentation,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
995,https://openalex.org/T11612,Stochastic Gradient Optimization Techniques,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
978,https://openalex.org/T10535,Landslides and related hazards,https://openalex.org/subfields/2308,"Management, Monitoring, Policy and Law",https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
999,https://openalex.org/T11830,Point processes and geometric inequalities,https://openalex.org/subfields/2604,Applied Mathematics,https://openalex.org/fields/26,Mathematics,https://openalex.org/domains/3,Physical Sciences
985,https://openalex.org/T12044,Advanced Physical and Chemical Molecular Interactions,https://openalex.org/subfields/1606,Physical and Theoretical Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
975,https://openalex.org/T11025,Nonlinear Optical Materials Research,https://openalex.org/subfields/2504,"Electronic, Optical and Magnetic Materials",https://openalex.org/fields/25,Materials Science,https://openalex.org/domains/3,Physical Sciences
986,https://openalex.org/T12692,Magnetic Field Sensors Techniques,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
964,https://openalex.org/T10516,Parathyroid Disorders and Treatments,https://openalex.org/subfields/2727,Nephrology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
967,https://openalex.org/T11328,Ocular Oncology and Treatments,https://openalex.org/subfields/2731,Ophthalmology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
988,https://openalex.org/T12491,Superconductivity in MgB2 and Alloys,https://openalex.org/subfields/3104,Condensed Matter Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
951,https://openalex.org/T12610,RNA regulation and disease,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
971,https://openalex.org/T12827,Biochemical and Molecular Research,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
965,https://openalex.org/T12073,Isotope Analysis in Ecology,https://openalex.org/subfields/2303,Ecology,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
989,https://openalex.org/T10917,Smart Grid Security and Resilience,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
973,https://openalex.org/T11261,Quantum chaos and dynamical systems,https://openalex.org/subfields/3109,Statistical and Nonlinear Physics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
959,https://openalex.org/T10836,Metabolomics and Mass Spectrometry Studies,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
969,https://openalex.org/T14326,Ear and Head Tumors,https://openalex.org/subfields/2730,Oncology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
997,https://openalex.org/T10545,Optimization and Variational Analysis,https://openalex.org/subfields/1703,Computational Theory and Mathematics,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
471,https://openalex.org/T10839,Pancreatic function and diabetes,https://openalex.org/subfields/2746,Surgery,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
976,https://openalex.org/T10374,Advanced Graph Theory Research,https://openalex.org/subfields/1703,Computational Theory and Mathematics,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
966,https://openalex.org/T11251,Meningioma and schwannoma management,https://openalex.org/subfields/2713,Epidemiology,https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
1044,https://openalex.org/T12042,Satellite Communication Systems,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1029,https://openalex.org/T10187,Radio Frequency Integrated Circuit Design,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1008,https://openalex.org/T11439,Video Analysis and Summarization,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1042,https://openalex.org/T11932,Wireless Body Area Networks,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1003,https://openalex.org/T10627,Advanced Image and Video Retrieval Techniques,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1005,https://openalex.org/T10879,Robotic Locomotion and Control,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1016,https://openalex.org/T11719,Data Quality and Management,https://openalex.org/subfields/1803,Management Science and Operations Research,https://openalex.org/fields/18,Decision Sciences,https://openalex.org/domains/2,Social Sciences
1026,https://openalex.org/T10964,Wireless Communication Security Techniques,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1035,https://openalex.org/T11164,Remote Sensing and LiDAR Applications,https://openalex.org/subfields/2305,Environmental Engineering,https://openalex.org/fields/23,Environmental Science,https://openalex.org/domains/3,Physical Sciences
1018,https://openalex.org/T11349,Music Technology and Sound Studies,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1039,https://openalex.org/T11946,Antenna Design and Optimization,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1022,https://openalex.org/T11904,Spatial Cognition and Navigation,https://openalex.org/subfields/2203,Automotive Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1009,https://openalex.org/T11424,Security and Verification in Computing,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1020,https://openalex.org/T13114,Image Processing Techniques and Applications,https://openalex.org/subfields/2214,Media Technology,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1038,https://openalex.org/T13382,Robotics and Automated Systems,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1012,https://openalex.org/T10809,Occupational Health and Safety Research,https://openalex.org/subfields/3614,Radiological and Ultrasound Technology,https://openalex.org/fields/36,Health Professions,https://openalex.org/domains/4,Health Sciences
1019,https://openalex.org/T12290,Human Motion and Animation,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1037,https://openalex.org/T10444,Context-Aware Activity Recognition Systems,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1023,https://openalex.org/T10656,Child and Animal Learning Development,https://openalex.org/subfields/3204,Developmental and Educational Psychology,https://openalex.org/fields/32,Psychology,https://openalex.org/domains/2,Social Sciences
1033,https://openalex.org/T10579,Cognitive Radio Networks and Spectrum Sensing,https://openalex.org/subfields/1705,Computer Networks and Communications,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1040,https://openalex.org/T12131,Wireless Signal Modulation Classification,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1024,https://openalex.org/T10653,Robot Manipulation and Learning,https://openalex.org/subfields/2207,Control and Systems Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1045,https://openalex.org/T12449,Spacecraft Design and Technology,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1015,https://openalex.org/T11614,Cloud Data Security Solutions,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1031,https://openalex.org/T11417,Advancements in PLL and VCO Technologies,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1007,https://openalex.org/T12740,Gait Recognition and Analysis,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1034,https://openalex.org/T11133,UAV Applications and Optimization,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1043,https://openalex.org/T12801,Bluetooth and Wireless Communication Technologies,https://openalex.org/subfields/1705,Computer Networks and Communications,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
688,https://openalex.org/T10578,Supramolecular Chemistry and Complexes,https://openalex.org/subfields/1605,Organic Chemistry,https://openalex.org/fields/16,Chemistry,https://openalex.org/domains/3,Physical Sciences
1063,https://openalex.org/T12659,Innovation Diffusion and Forecasting,https://openalex.org/subfields/1803,Management Science and Operations Research,https://openalex.org/fields/18,Decision Sciences,https://openalex.org/domains/2,Social Sciences
1046,https://openalex.org/T12717,Space exploration and regulation,https://openalex.org/subfields/3103,Astronomy and Astrophysics,https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
1053,https://openalex.org/T11704,Mobile Crowdsensing and Crowdsourcing,https://openalex.org/subfields/1706,Computer Science Applications,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1089,https://openalex.org/T10287,Algebraic structures and combinatorial models,https://openalex.org/subfields/2608,Geometry and Topology,https://openalex.org/fields/26,Mathematics,https://openalex.org/domains/3,Physical Sciences
1072,https://openalex.org/T12034,Digital and Cyber Forensics,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1085,https://openalex.org/T11964,Pregnancy and Medication Impact,https://openalex.org/subfields/2739,"Public Health, Environmental and Occupational Health",https://openalex.org/fields/27,Medicine,https://openalex.org/domains/4,Health Sciences
1090,https://openalex.org/T13526,14-3-3 protein interactions,https://openalex.org/subfields/1312,Molecular Biology,https://openalex.org/fields/13,"Biochemistry, Genetics and Molecular Biology",https://openalex.org/domains/1,Life Sciences
1079,https://openalex.org/T12794,Adaptive Dynamic Programming Control,https://openalex.org/subfields/1703,Computational Theory and Mathematics,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1088,https://openalex.org/T11594,Tree-ring climate responses,https://openalex.org/subfields/1902,Atmospheric Science,https://openalex.org/fields/19,Earth and Planetary Sciences,https://openalex.org/domains/3,Physical Sciences
1017,https://openalex.org/T11309,Music and Audio Processing,https://openalex.org/subfields/1711,Signal Processing,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1078,https://openalex.org/T10799,Data Visualization and Analytics,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1082,https://openalex.org/T11489,Air Traffic Management and Optimization,https://openalex.org/subfields/2202,Aerospace Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1080,https://openalex.org/T11707,Gaze Tracking and Assistive Technology,https://openalex.org/subfields/1709,Human-Computer Interaction,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1051,https://openalex.org/T12479,Web Application Security Vulnerabilities,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1071,https://openalex.org/T11652,Imbalanced Data Classification Techniques,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1048,https://openalex.org/T10260,Software Engineering Research,https://openalex.org/subfields/1710,Information Systems,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1058,https://openalex.org/T10958,Ultrasound and Hyperthermia Applications,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1083,https://openalex.org/T12549,Image and Object Detection Techniques,https://openalex.org/subfields/1707,Computer Vision and Pattern Recognition,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
1075,https://openalex.org/T12079,IoT Networks and Protocols,https://openalex.org/subfields/2208,Electrical and Electronic Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences
1055,https://openalex.org/T10557,Social Media and Politics,https://openalex.org/subfields/3315,Communication,https://openalex.org/fields/33,Social Sciences,https://openalex.org/domains/2,Social Sciences
1069,https://openalex.org/T11175,Gyrotron and Vacuum Electronics Research,https://openalex.org/subfields/3107,"Atomic and Molecular Physics, and Optics",https://openalex.org/fields/31,Physics and Astronomy,https://openalex.org/domains/3,Physical Sciences
1067,https://openalex.org/T10637,Advanced Clustering Algorithms Research,https://openalex.org/subfields/1702,Artificial Intelligence,https://openalex.org/fields/17,Computer Science,https://openalex.org/domains/3,Physical Sciences
