"wid","name","_riskflags","ASPIriskrating","_majordefenselabs","_defresearchareas","_subsidiaries","_ecoespmiscon","_supervisingagency","opensanctionsid","_uskta","type","flaggedby","reason","subreason","tid"
"523","CHINESE TELECOM CORP. HAIMEN DAY FILL BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837470"
"524","CHINESE TELECOM CORP. HAIMEN GUO QIANG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837469"
"525","CHINESE TELECOM CORP. HAIMEN FOUR A BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837468"
"526","CHINESE TELECOM CORP. HAIMEN STACKED STONE BRIDGE BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837467"
"527","CHINESE TELECOM CORP. HAIMEN BLOCK BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837466"
"528","CHINESE TELECOM CORP. HAIMEN LIU HAO BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837465"
"529","CHINESE TELECOM CORP. HAIMEN PANDA BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837474"
"530","CHINESE TELECOM CORP. HAIMEN YU EAST BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837464"
"531","CHINESE TELECOM CORP. HAIMEN LINJIANG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837462"
"532","CHINESE TELECOM CORP. HAIMEN EAST STOVES IN HONG KONG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837461"
"533","CHINESE TELECOM CORP. HAIMEN YANG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837460"
"534","CHINESE TELECOM CORP. HAIMEN SAMSUNG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900382"
"535","CHINESE TELECOM CORP. HAIMEN THREE AND BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837459"
"536","CHINESE TELECOM CORP. HAIMEN THREE FACTORY BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837458"
"537","CHINESE TELECOM CORP. HAIMEN MILLION YEARS BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837457"
"538","CHINESE TELECOM CORP. SEA SALT BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837456"
"539","CHINESE TELECOM CORP. HAIMEN FIVE SEVEN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837463"
"540","CHINESE TELECOM CORP. HAIMEN TREE HOON BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837475"
"541","CHINESE TELECOM CORP. HAIMEN POSITIVE YU BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837476"
"542","CHINESE TELECOM CORP. LIANYUAN BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837489"
"543","CHINESE TELECOM CORP. LIANSHUI HUANG CAMP BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900388"
"544","CHINESE TELECOM CORP. LIANSHUI HU SET BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900387"
"545","CHINESE TELECOM CORP. RIPPLE FRUCTUS KILN BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900386"
"546","CHINESE TELECOM CORP. RIPPLE SALICYLALDEHYDE EXPORT BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837488"
"547","CHINESE TELECOM CORP. LIANSHUI WHEN CODE BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837487"
"548","CHINESE TELECOM CORP. LIANSHUI TANG SET BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900384"
"549","CHINESE TELECOM CORP. RIPPLE WATER PAUL BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837486"
"550","CHINESE TELECOM CORP. LIANSHUI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837485"
"551","CHINESE TELECOM CORP. HAIMEN KYLIN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837484"
"552","CHINESE TELECOM CORP. HAIMEN GOODS LONG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837483"
"553","CHINESE TELECOM CORP. HAIMEN LIBERATION ROAD BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837482"
"554","CHINESE TELECOM CORP. HAIMEN RUIXIANG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837481"
"555","CHINESE TELECOM CORP. HAIMEN WANG HAO BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837480"
"556","CHINESE TELECOM CORP. SEA SEA HONG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837479"
"557","CHINESE TELECOM CORP. HAIMEN SOUP HOME BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837478"
"558","CHINESE TELECOM CORP. HAIMEN JIANG BIN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837477"
"559","CHINESE TELECOM CORP. FULIANG JIAO TAN TELECOM BRANCH POST OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900371"
"560","CHINESE TELECOM CORP. FULIANG AFTER PUBLIC BRIDGE TELECOM BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900370"
"561","CHINESE TELECOM CORP. FULIANG YAO LI TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900369"
"562","CHINESE TELECOM CORP. FULIANG XIANGHU TELECOM BRANCH POST OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900368"
"563","CHINESE TELECOM CORP. FULIANG HONG YUAN TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900367"
"564","CHINESE TELECOM CORP. FULIANG ZHANG HOLE TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900366"
"565","CHINESE TELECOM CORP. FLOATING LIANG ZHUANG BAY TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900365"
"566","CHINESE TELECOM CORP. FULIANG ZHI BEACH TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900364"
"567","CHINESE TELECOM CORP. FULIANG LIFE TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900363"
"568","CHINESE TELECOM CORP. FULIANG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837430"
"569","CHINESE TELECOM CORP. FULIANG EAST TELECOM THE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900352"
"570","CHINA TELECOMMUNICATIONS CO., LTD. FULIANG 3 DRAGON TELECOMMUNICATIONS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329900351"
"571","CHINESE TELECOM CORP. HAINING BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837453"
"572","CHINA TELECOM CO., LTD. WUYI WANGZHAI BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837262"
"573","CHINA TELECOM CO., LTD. XINHUA BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837082"
"574","CHINESE TELECOM CORP. JIEDONG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837012"
"575","CHINESE TELECOM CORP. FUFENG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837007"
"576","CHINA TELECOM CO., LTD. FUYU BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837005"
"577","CHINA T E L E C O M M U N I C A T I O N S CO., LTD. RAISE INSIDE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837004"
"578","CHINA TELECOM CO., LTD. YANGZHONG BAQIAO BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837003"
"579","CHINESE TELECOM CORP. WEN CHENG HUANG TAN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837040"
"580","CHINESE TELECOM CORP. WEN CHENG JADE BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837038"
"581","CHINESE TELECOM CORP. WEN CHENG CHENGGUAN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837036"
"582","CHINESE TELECOM CORP. WEN CHENG EAST OF CITY BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837035"
"583","CHINESE TELECOM CORP. WEN CHENG SOUTH FIELD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837034"
"584","CHINESE TELECOM CORP. WUXI EIGHT SCHOLAR BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837116"
"585","CHINA T E L E C O M M U N I C A T I O N S CO., LTD. WUXI BEIJING UNIVERSITY STREET BUSINESS OFFICE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837118"
"586","CHINESE TELECOM CORP. NO CASSITERITE TANG WAN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837134"
"587","CHINESE TELECOM CORP. WUXI DEW BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837133"
"588","CHINESE TELECOM CORP. WUXI JADE QI BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837132"
"589","CHINESE TELECOM CORP. WUXI LUO AGENCY BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837130"
"590","CHINESE TELECOM CORP. WUXI JIANGHAI WEST ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837129"
"591","CHINESE TELECOM CORP. WUXI MEMURA BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837128"
"592","CHINESE TELECOM CORP. WUXI CHECK BRIDGE BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899500"
"593","CHINESE TELECOM CORP. WUXI BEFORE BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837117"
"594","CHINESE TELECOM CORP. WUXI YANG CITY BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837127"
"595","CHINESE TELECOM CORP. WUXI NEW DISTRICT BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837126"
"596","CHINESE TELECOM CORP. NO TIN JING BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837125"
"597","CHINESE TELECOM CORP. WUXI YANQIAO BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837124"
"598","CHINESE TELECOM CORP. WUXI FANG QIAN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837123"
"599","CHINESE TELECOM CORP. WUXI AFTER ZHAI BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837122"
"600","CHINA T E L E C O M M U N I C A T I O N S CO., LTD. WUXI THICK BRIDGE BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837121"
"601","CHINESE TELECOM CORP. WUXI NANQUAN BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837120"
"602","CHINESE TELECOM CORP. NO XIHUA ZHUANG BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837119"
"603","CHINESE TELECOM CORP. XINSHAO BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837110"
"604","CHINESE TELECOM CORP. XINZHOU TAOIST TEMPLE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899473"
"605","CHINESE TELECOM CORP. XINZHOU PEACE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899472"
"606","CHINESE TELECOM CORP. XINZHOU WEEK SHOP BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899471"
"607","CHINESE TELECOM CORP. XINZHOU BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837107"
"608","CHINESE TELECOM CORP. XINYI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837106"
"609","CHINA TELECOM CO., LTD. XINHUANG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837105"
"610","CHINESE TELECOM CORP. XINCHENG MA SI XIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899312"
"611","CHINESE TELECOM CORP. XINCHENG CUI PING WEST ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899310"
"612","CHINESE TELECOM CORP. XINCHENG EUROPEAN CAVE XIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899309"
"613","CHINESE TELECOM CORP. XINCHENG XIN WEI XIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899307"
"614","CHINESE TELECOM CORP. XINCHENG BIG TANG ZHEN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899305"
"615","CHINESE TELECOM CORP. XINCHENG ANCIENT PENG TOWN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899304"
"616","CHINESE TELECOM CORP. XIN NORTH OF CITY MORE XIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899302"
"617","CHINESE TELECOM CORP. HUAIJI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836920"
"618","CHINESE TELECOM CORP. DEHUA BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836906"
"619","CHINA TELECOM CO., LTD. XUWEN BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836903"
"620","CHINESE TELECOM CORP. HUIAN BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836988"
"621","CHINA TELECOM CO., LTD. ZHALUTE BANNER BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837001"
"622","CHINESE TELECOM CORP. JALAID BANNER BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837000"
"623","CHINESE TELECOM CORP. FANGXIAN DOOR ANCIENT BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899388"
"624","CHINESE TELECOM CORP. FANGXIAN IN SHOP BUSINESS DEPARTMENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899384"
"625","CHINESE TELECOM CORP. CIXI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836997"
"626","CHINESE TELECOM CORP. CILI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836996"
"627","CHINESE TELECOM CORP. WUXI SHUO PUT BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837135"
"628","CHINESE TELECOM CORP. HUIDONG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270836956"
"629","CHINESE TELECOM CORP. WUXI SHEEP TIP BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837136"
"630","CHINESE TELECOM CORP. WUXI HU DAI BUSINESS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899502"
"631","CHINA T E L E C O M M U N I C A T I O N S CO., LTD. WUXI A POND MOUTH BUSINESS FIRM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837137"
"632","CHINA TELECOM CO., LTD. LIUJIANG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837221"
"633","CHINESE TELECOM CORP. ZHUZHOU COUNTY BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837222"
"634","CHINESE TELECOM CORP. ZHIJIANG BAI LI ZHOU OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899650"
"635","CHINESE TELECOM CORP. ZHIJIANG BAI YANG OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899649"
"636","CHINESE TELECOM CORP. ZHIJIANG YAO HUA OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899648"
"637","CHINESE TELECOM CORP. ZHIJIANG YAO JIA PORT OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899641"
"638","CHINESE TELECOM CORP. ZHIJIANG FAIRY OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899639"
"639","CHINESE TELECOM CORP. ZHIJIANG ESTUARY OPERATING DEPARTMENT OF",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899647"
"640","CHINESE TELECOM CORP. JUJUBE CHAOYANG ROAD BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"421431629"
"641","CHINESE TELECOM CORP. GUILIN YANSHAN STREET BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899732"
"642","CHINESE TELECOM CORP. GUIYANG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837224"
"643","CHINA TELECOM CO., LTD. YUSHE BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"329899776"
"644","CHINA TELECOM CO., LTD. WUYI LIUCHENG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837261"
"645","CHINESE TELECOM CORP. WUYI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837260"
"646","CHINA TELECOM CO., LTD. WUYI YUYUAN STREET BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837259"
"647","CHINA TELECOM CO., LTD. SANGZHI BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837240"
"648","CHINA TELECOM CO., LTD. TONGLU BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837238"
"649","CHINESE TELECOM CORP. PEACH SOURCE DISK TANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837234"
"650","CHINESE TELECOM CORP. TAOYUAN SCIENCE PUBLIC PORT BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837233"
"651","CHINESE TELECOM CORP. TAOYUAN HEAT CITY BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837232"
"652","CHINESE TELECOM CORP. TAOYUAN ZHANG JIANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837231"
"653","CHINESE TELECOM CORP. TAOYUAN PAINT RIVER BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837230"
"654","CHINESE TELECOM CORP. TAOYUAN PEACH GARDEN BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837229"
"655","CHINESE TELECOM CORP. TAOYUAN SHEAR CITY BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837228"
"656","CHINESE TELECOM CORP. TAOYUAN YANG BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837226"
"657","CHINESE TELECOM CORP. TAOJIANG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837225"
"658","CHINESE TELECOM CORP. TAOYUAN ZOU CITY BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837235"
"659","CHINESE TELECOM CORP. YUZHONG BRANCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837249"
"660","CHINESE TELECOM CORP. WUZHOU WEST LOOP BUSINESS HALL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"jackcookripper","1260h",NULL,"270837247"
