"tid","topicid","topicname","subfieldid","subfieldname","fieldid","fieldname","domainid","domainname"
"332","https://openalex.org/T10773","Extracellular vesicles in disease","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"333","https://openalex.org/T10062","MicroRNA in disease regulation","https://openalex.org/subfields/1306","Cancer Research","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"334","https://openalex.org/T10782","Nanoplatforms for cancer theranostics","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"335","https://openalex.org/T11503","Cytokine Signaling Pathways and Interactions","https://openalex.org/subfields/2730","Oncology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"336","https://openalex.org/T12528","IL-33, ST2, and ILC Pathways","https://openalex.org/subfields/2403","Immunology","https://openalex.org/fields/24","Immunology and Microbiology","https://openalex.org/domains/1","Life Sciences"
"337","https://openalex.org/T11359","Effects of Radiation Exposure","https://openalex.org/subfields/2741","Radiology, Nuclear Medicine and Imaging","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"338","https://openalex.org/T10686","Effects and risks of endocrine disrupting chemicals","https://openalex.org/subfields/2307","Health, Toxicology and Mutagenesis","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"339","https://openalex.org/T10433","Carcinogens and Genotoxicity Assessment","https://openalex.org/subfields/1306","Cancer Research","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"340","https://openalex.org/T12874","Digital Imaging for Blood Diseases","https://openalex.org/subfields/1707","Computer Vision and Pattern Recognition","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"341","https://openalex.org/T11636","Artificial Intelligence in Healthcare and Education","https://openalex.org/subfields/2718","Health Informatics","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"342","https://openalex.org/T10676","Genetics, Aging, and Longevity in Model Organisms","https://openalex.org/subfields/1302","Aging","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"343","https://openalex.org/T12745","Dietary Effects on Health","https://openalex.org/subfields/2737","Physiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"344","https://openalex.org/T11512","Anomaly Detection Techniques and Applications","https://openalex.org/subfields/1702","Artificial Intelligence","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"345","https://openalex.org/T11775","COVID-19 diagnosis using AI","https://openalex.org/subfields/2741","Radiology, Nuclear Medicine and Imaging","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"346","https://openalex.org/T10075","Atmospheric chemistry and aerosols","https://openalex.org/subfields/1902","Atmospheric Science","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"347","https://openalex.org/T11320","Atmospheric Ozone and Climate","https://openalex.org/subfields/1902","Atmospheric Science","https://openalex.org/fields/19","Earth and Planetary Sciences","https://openalex.org/domains/3","Physical Sciences"
"348","https://openalex.org/T10347","Atmospheric aerosols and clouds","https://openalex.org/subfields/2306","Global and Planetary Change","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"349","https://openalex.org/T10064","Complex Network Analysis Techniques","https://openalex.org/subfields/3109","Statistical and Nonlinear Physics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"350","https://openalex.org/T11147","Misinformation and Its Impacts","https://openalex.org/subfields/3312","Sociology and Political Science","https://openalex.org/fields/33","Social Sciences","https://openalex.org/domains/2","Social Sciences"
"351","https://openalex.org/T10337","Liver Disease and Transplantation","https://openalex.org/subfields/2721","Hepatology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"352","https://openalex.org/T11071","Treatment of Major Depression","https://openalex.org/subfields/2736","Pharmacology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"353","https://openalex.org/T11921","Electroconvulsive Therapy Studies","https://openalex.org/subfields/2738","Psychiatry and Mental health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"354","https://openalex.org/T10668","Endometrial and Cervical Cancer Treatments","https://openalex.org/subfields/2729","Obstetrics and Gynecology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"355","https://openalex.org/T13123","Advances in Oncology and Radiotherapy","https://openalex.org/subfields/2741","Radiology, Nuclear Medicine and Imaging","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"356","https://openalex.org/T10073","Hepatocellular Carcinoma Treatment and Prognosis","https://openalex.org/subfields/2721","Hepatology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"357","https://openalex.org/T10231","Pancreatic and Hepatic Oncology Research","https://openalex.org/subfields/2730","Oncology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"358","https://openalex.org/T10760","Pancreatitis Pathology and Treatment","https://openalex.org/subfields/2746","Surgery","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"359","https://openalex.org/T12793","Caveolin-1 and cellular processes","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"360","https://openalex.org/T11924","Polyamine Metabolism and Applications","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"361","https://openalex.org/T13871","Melamine detection and toxicity","https://openalex.org/subfields/1106","Food Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"362","https://openalex.org/T10414","Cannabis and Cannabinoid Research","https://openalex.org/subfields/2736","Pharmacology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"363","https://openalex.org/T12533","Aldose Reductase and Taurine","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"364","https://openalex.org/T13551","Biochemical effects in animals","https://openalex.org/subfields/2737","Physiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"365","https://openalex.org/T10122","Toxic Organic Pollutants Impact","https://openalex.org/subfields/2307","Health, Toxicology and Mutagenesis","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"366","https://openalex.org/T11264","Coffee research and impacts","https://openalex.org/subfields/2736","Pharmacology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"367","https://openalex.org/T11584","Biochemical Analysis and Sensing Techniques","https://openalex.org/subfields/2916","Nutrition and Dietetics","https://openalex.org/fields/29","Nursing","https://openalex.org/domains/4","Health Sciences"
"368","https://openalex.org/T12846","Ginkgo biloba and Cashew Applications","https://openalex.org/subfields/2707","Complementary and alternative medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"369","https://openalex.org/T12334","Lung Cancer Research Studies","https://openalex.org/subfields/2730","Oncology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"370","https://openalex.org/T10222","Genomics and Chromatin Dynamics","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"371","https://openalex.org/T11493","Water Treatment and Disinfection","https://openalex.org/subfields/2307","Health, Toxicology and Mutagenesis","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"372","https://openalex.org/T10324","Microbial bioremediation and biosurfactants","https://openalex.org/subfields/2310","Pollution","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"373","https://openalex.org/T10419","Pharmaceutical and Antibiotic Environmental Impacts","https://openalex.org/subfields/2310","Pollution","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"374","https://openalex.org/T10950","Acute Lymphoblastic Leukemia research","https://openalex.org/subfields/2739","Public Health, Environmental and Occupational Health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"375","https://openalex.org/T12820","Chromatin Remodeling and Cancer","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"376","https://openalex.org/T11294","Infant Nutrition and Health","https://openalex.org/subfields/2916","Nutrition and Dietetics","https://openalex.org/fields/29","Nursing","https://openalex.org/domains/4","Health Sciences"
"377","https://openalex.org/T10979","Breastfeeding Practices and Influences","https://openalex.org/subfields/2713","Epidemiology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"378","https://openalex.org/T10066","Gut microbiota and health","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"379","https://openalex.org/T10176","Mesenchymal stem cell research","https://openalex.org/subfields/2716","Genetics","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"380","https://openalex.org/T10141","Probiotics and Fermented Foods","https://openalex.org/subfields/1106","Food Science","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"381","https://openalex.org/T10015","Genomics and Phylogenetic Studies","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"382","https://openalex.org/T10123","DNA Repair Mechanisms","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"383","https://openalex.org/T10132","Advanced ceramic materials synthesis","https://openalex.org/subfields/2503","Ceramics and Composites","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"384","https://openalex.org/T12282","Mineral Processing and Grinding","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"385","https://openalex.org/T12540","Cyclone Separators and Fluid Dynamics","https://openalex.org/subfields/2206","Computational Mechanics","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"386","https://openalex.org/T11869","Per- and polyfluoroalkyl substances research","https://openalex.org/subfields/2304","Environmental Chemistry","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"387","https://openalex.org/T10967","Carbon Dioxide Capture Technologies","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"388","https://openalex.org/T13563","Chemical Analysis and Environmental Impact","https://openalex.org/subfields/2307","Health, Toxicology and Mutagenesis","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"389","https://openalex.org/T12008","Solar-Powered Water Purification Methods","https://openalex.org/subfields/2105","Renewable Energy, Sustainability and the Environment","https://openalex.org/fields/21","Energy","https://openalex.org/domains/3","Physical Sciences"
"390","https://openalex.org/T10988","Advanced Fiber Laser Technologies","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"391","https://openalex.org/T10846","Photonic Crystal and Fiber Optics","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"392","https://openalex.org/T10700","Metal Forming Simulation Techniques","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"393","https://openalex.org/T10188","Advanced machining processes and optimization","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"394","https://openalex.org/T12285","Surface Chemistry and Catalysis","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"395","https://openalex.org/T10313","Surface Modification and Superhydrophobicity","https://openalex.org/subfields/2508","Surfaces, Coatings and Films","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"396","https://openalex.org/T12195","Aerogels and thermal insulation","https://openalex.org/subfields/1607","Spectroscopy","https://openalex.org/fields/16","Chemistry","https://openalex.org/domains/3","Physical Sciences"
"397","https://openalex.org/T12859","Cell Image Analysis Techniques","https://openalex.org/subfields/1304","Biophysics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"398","https://openalex.org/T11375","Geotechnical Engineering and Soil Stabilization","https://openalex.org/subfields/2205","Civil and Structural Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"399","https://openalex.org/T12682","Smart Materials for Construction","https://openalex.org/subfields/2310","Pollution","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"400","https://openalex.org/T10806","Energetic Materials and Combustion","https://openalex.org/subfields/2211","Mechanics of Materials","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"401","https://openalex.org/T10118","SARS-CoV-2 and COVID-19 Research","https://openalex.org/subfields/2725","Infectious Diseases","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"402","https://openalex.org/T11016","Monoclonal and Polyclonal Antibodies Research","https://openalex.org/subfields/2741","Radiology, Nuclear Medicine and Imaging","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"403","https://openalex.org/T12576","vaccines and immunoinformatics approaches","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"404","https://openalex.org/T10202","Lung Cancer Diagnosis and Treatment","https://openalex.org/subfields/2740","Pulmonary and Respiratory Medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"405","https://openalex.org/T10310","Corrosion Behavior and Inhibition","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"406","https://openalex.org/T11242","Nuclear Materials and Properties","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"407","https://openalex.org/T10448","Memory and Neural Mechanisms","https://openalex.org/subfields/2805","Cognitive Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"408","https://openalex.org/T10042","Neural and Behavioral Psychology Studies","https://openalex.org/subfields/2805","Cognitive Neuroscience","https://openalex.org/fields/28","Neuroscience","https://openalex.org/domains/1","Life Sciences"
"409","https://openalex.org/T12805","Cognitive Science and Mapping","https://openalex.org/subfields/1702","Artificial Intelligence","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"410","https://openalex.org/T11541","Neuroendocrine regulation and behavior","https://openalex.org/subfields/3207","Social Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"411","https://openalex.org/T11118","Evolutionary Psychology and Human Behavior","https://openalex.org/subfields/3205","Experimental and Cognitive Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"412","https://openalex.org/T10677","Attachment and Relationship Dynamics","https://openalex.org/subfields/3207","Social Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"413","https://openalex.org/T10002","Advanced Chemical Physics Studies","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"414","https://openalex.org/T11177","Spectroscopy and Quantum Chemical Studies","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"415","https://openalex.org/T11965","Quantum, superfluid, helium dynamics","https://openalex.org/subfields/3107","Atomic and Molecular Physics, and Optics","https://openalex.org/fields/31","Physics and Astronomy","https://openalex.org/domains/3","Physical Sciences"
"416","https://openalex.org/T12808","Ferroelectric and Negative Capacitance Devices","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"417","https://openalex.org/T10355","Impact of Technology on Adolescents","https://openalex.org/subfields/3312","Sociology and Political Science","https://openalex.org/fields/33","Social Sciences","https://openalex.org/domains/2","Social Sciences"
"418","https://openalex.org/T12060","Child Development and Digital Technology","https://openalex.org/subfields/3304","Education","https://openalex.org/fields/33","Social Sciences","https://openalex.org/domains/2","Social Sciences"
"419","https://openalex.org/T11542","Behavioral Health and Interventions","https://openalex.org/subfields/3202","Applied Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"420","https://openalex.org/T10990","Infection Control and Ventilation","https://openalex.org/subfields/2740","Pulmonary and Respiratory Medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"421","https://openalex.org/T10307","Head and Neck Cancer Studies","https://openalex.org/subfields/2733","Otorhinolaryngology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"422","https://openalex.org/T11495","Animal Virus Infections Studies","https://openalex.org/subfields/1103","Animal Science and Zoology","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"423","https://openalex.org/T11112","Viral Infections and Immunology Research","https://openalex.org/subfields/2705","Cardiology and Cardiovascular Medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"424","https://openalex.org/T12226","Neuroblastoma Research and Treatments","https://openalex.org/subfields/2728","Neurology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"425","https://openalex.org/T10129","Glioma Diagnosis and Treatment","https://openalex.org/subfields/2716","Genetics","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"426","https://openalex.org/T11173","Neurofibromatosis and Schwannoma Cases","https://openalex.org/subfields/2728","Neurology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"427","https://openalex.org/T10168","COVID-19 and Mental Health","https://openalex.org/subfields/3203","Clinical Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"428","https://openalex.org/T10272","Mental Health Treatment and Access","https://openalex.org/subfields/3207","Social Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"429","https://openalex.org/T10795","Healthcare professionals’ stress and burnout","https://openalex.org/subfields/3600","General Health Professions","https://openalex.org/fields/36","Health Professions","https://openalex.org/domains/4","Health Sciences"
"430","https://openalex.org/T10544","Glass properties and applications","https://openalex.org/subfields/2503","Ceramics and Composites","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"431","https://openalex.org/T13049","Surface Roughness and Optical Measurements","https://openalex.org/subfields/2206","Computational Mechanics","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"432","https://openalex.org/T11366","Elasticity and Material Modeling","https://openalex.org/subfields/2204","Biomedical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"433","https://openalex.org/T12002","Computability, Logic, AI Algorithms","https://openalex.org/subfields/1703","Computational Theory and Mathematics","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"434","https://openalex.org/T10456","Multi-Agent Systems and Negotiation","https://openalex.org/subfields/1702","Artificial Intelligence","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"435","https://openalex.org/T10663","Advanced Battery Technologies Research","https://openalex.org/subfields/2203","Automotive Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"436","https://openalex.org/T10175","Advanced DC-DC Converters","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"437","https://openalex.org/T11249","Wireless Power Transfer Systems","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"438","https://openalex.org/T10190","Air Quality and Health Impacts","https://openalex.org/subfields/2307","Health, Toxicology and Mutagenesis","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"439","https://openalex.org/T11821","Odor and Emission Control Technologies","https://openalex.org/subfields/1508","Process Chemistry and Technology","https://openalex.org/fields/15","Chemical Engineering","https://openalex.org/domains/3","Physical Sciences"
"440","https://openalex.org/T11659","Advanced Image Fusion Techniques","https://openalex.org/subfields/2214","Media Technology","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"441","https://openalex.org/T11105","Advanced Image Processing Techniques","https://openalex.org/subfields/1707","Computer Vision and Pattern Recognition","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"442","https://openalex.org/T10364","Reproductive Biology and Fertility","https://openalex.org/subfields/2739","Public Health, Environmental and Occupational Health","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"443","https://openalex.org/T13776","Phytochemical and Pharmacological Studies","https://openalex.org/subfields/2707","Complementary and alternative medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"444","https://openalex.org/T10715","Distributed and Parallel Computing Systems","https://openalex.org/subfields/1705","Computer Networks and Communications","https://openalex.org/fields/17","Computer Science","https://openalex.org/domains/3","Physical Sciences"
"445","https://openalex.org/T13121","Radio Wave Propagation Studies","https://openalex.org/subfields/2202","Aerospace Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"446","https://openalex.org/T10752","Terahertz technology and applications","https://openalex.org/subfields/2208","Electrical and Electronic Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"447","https://openalex.org/T11220","Water Systems and Optimization","https://openalex.org/subfields/2205","Civil and Structural Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"448","https://openalex.org/T13050","Oil and Gas Production Techniques","https://openalex.org/subfields/2212","Ocean Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"449","https://openalex.org/T11254","Fluid Dynamics and Vibration Analysis","https://openalex.org/subfields/2206","Computational Mechanics","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"450","https://openalex.org/T13840","Chemical Safety and Risk Management","https://openalex.org/subfields/1504","Chemical Health and Safety","https://openalex.org/fields/15","Chemical Engineering","https://openalex.org/domains/3","Physical Sciences"
"451","https://openalex.org/T10592","Fusion materials and technologies","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"452","https://openalex.org/T12506","Nuclear materials and radiation effects","https://openalex.org/subfields/2505","Materials Chemistry","https://openalex.org/fields/25","Materials Science","https://openalex.org/domains/3","Physical Sciences"
"453","https://openalex.org/T10386","Microstructure and Mechanical Properties of Steels","https://openalex.org/subfields/2210","Mechanical Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"454","https://openalex.org/T12287","Fibroblast Growth Factor Research","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"455","https://openalex.org/T13426","Kruppel-like factors research","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"456","https://openalex.org/T10031","T-cell and B-cell Immunology","https://openalex.org/subfields/2403","Immunology","https://openalex.org/fields/24","Immunology and Microbiology","https://openalex.org/domains/1","Life Sciences"
"457","https://openalex.org/T10308","Systemic Lupus Erythematosus Research","https://openalex.org/subfields/2745","Rheumatology","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"458","https://openalex.org/T10702","Insect and Arachnid Ecology and Behavior","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"459","https://openalex.org/T10487","Plant and animal studies","https://openalex.org/subfields/1105","Ecology, Evolution, Behavior and Systematics","https://openalex.org/fields/11","Agricultural and Biological Sciences","https://openalex.org/domains/1","Life Sciences"
"460","https://openalex.org/T11828","Corneal Surgery and Treatments","https://openalex.org/subfields/2741","Radiology, Nuclear Medicine and Imaging","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"461","https://openalex.org/T10156","LGBTQ Health, Identity, and Policy","https://openalex.org/subfields/3207","Social Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"462","https://openalex.org/T12823","Adolescent and Pediatric Healthcare","https://openalex.org/subfields/3616","Speech and Hearing","https://openalex.org/fields/36","Health Professions","https://openalex.org/domains/4","Health Sciences"
"463","https://openalex.org/T10182","Child and Adolescent Psychosocial and Emotional Development","https://openalex.org/subfields/3203","Clinical Psychology","https://openalex.org/fields/32","Psychology","https://openalex.org/domains/2","Social Sciences"
"464","https://openalex.org/T12620","Signaling Pathways in Disease","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"465","https://openalex.org/T11312","Soil Moisture and Remote Sensing","https://openalex.org/subfields/2305","Environmental Engineering","https://openalex.org/fields/23","Environmental Science","https://openalex.org/domains/3","Physical Sciences"
"466","https://openalex.org/T10716","Soil and Unsaturated Flow","https://openalex.org/subfields/2205","Civil and Structural Engineering","https://openalex.org/fields/22","Engineering","https://openalex.org/domains/3","Physical Sciences"
"467","https://openalex.org/T11412","Genetic and Kidney Cyst Diseases","https://openalex.org/subfields/1311","Genetics","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"468","https://openalex.org/T14415","Biomedical Research and Pathophysiology","https://openalex.org/subfields/2734","Pathology and Forensic Medicine","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"469","https://openalex.org/T10492","Microtubule and mitosis dynamics","https://openalex.org/subfields/1307","Cell Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"470","https://openalex.org/T11339","Metabolism, Diabetes, and Cancer","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
"471","https://openalex.org/T10839","Pancreatic function and diabetes","https://openalex.org/subfields/2746","Surgery","https://openalex.org/fields/27","Medicine","https://openalex.org/domains/4","Health Sciences"
"472","https://openalex.org/T10521","RNA and protein synthesis mechanisms","https://openalex.org/subfields/1312","Molecular Biology","https://openalex.org/fields/13","Biochemistry, Genetics and Molecular Biology","https://openalex.org/domains/1","Life Sciences"
